,symbol,emoji,kline,alert_price,Time_(MSK),resist_level,n_touches,conf_level,resist_length,max_ratio_p
18413,BANDUSDT,💥💥💥,1 kline,1.4261,2023-10-18 10:36:59.949000,1.4251,4.0,0.0,4.0,0.049
18414,LQTYUSDT,💥💥💥,1 kline,1.506,2023-10-18 10:28:08.521000,1.4915,2.0,0.0,10.0,0.212
18415,GLMRUSDT,🌊🌊🌊,2 kline,0.1691,2023-10-18 10:18:18.027000,0.1682,4.0,0.0,3.0,0.296
18416,LOOMUSDT,💥💥💥,1 kline,0.1835,2023-10-18 10:12:59.449000,0.1805,1.0,0.0,1.0,1.635
18417,BIGTIMEUSDT,💥💥💥,1 kline,0.1695,2023-10-18 09:43:41.458000,0.1673,4.0,0.0,27.0,2.301
18418,KEYUSDT,💥💥💥,1 kline,0.005765,2023-10-18 09:15:55.712000,0.005742,1.0,0.0,1.0,0.434
18419,GALUSDT,🌊🌊🌊,2 kline,1.1331,2023-10-18 09:03:34.037000,1.13,13.0,0.0,49.0,0.0
18420,STRAXUSDT,💥💥💥,1 kline,0.9724,2023-10-18 08:54:46.637000,0.9667,2.0,0.0,1.0,0.833
18421,INJUSDT,🌊🌊🌊,2 kline,7.974,2023-10-18 08:41:28.810000,7.952,4.0,0.0,23.0,0.163
18422,BONDUSDT,💥💥💥,1 kline,3.55,2023-10-18 08:30:52.110000,3.53,2.0,0.0,10.0,0.873
18423,BANDUSDT,🌊🌊🌊,2 kline,1.4252,2023-10-18 08:25:58.411000,1.4198,2.0,0.0,26.0,1.017
18424,ARKMUSDT,💥💥💥,1 kline,0.3056,2023-10-18 08:23:51.683000,0.307,1.0,0.0,1.0,0.196
18425,RNDRUSDT,💥💥💥,1 kline,1.919,2023-10-18 08:21:53.536000,1.9071,4.0,0.0,15.0,0.287
18426,BIGTIMEUSDT,💥💥💥,1 kline,0.1658,2023-10-18 08:16:44.588000,0.1633,2.0,0.0,8.0,4.584
18427,ORBSUSDT,💥💥💥,1 kline,0.05368,2023-10-18 08:15:47.139000,0.05091,2.0,0.0,4.0,6.464
18428,HOOKUSDT,🌊🌊🌊,2 kline,0.7588,2023-10-18 08:00:16.998000,0.7492,3.0,0.0,6.0,0.29
18429,KAVAUSDT,🌊🌊🌊,2 kline,0.5748,2023-10-18 07:59:00.649000,0.5711,2.0,0.0,2.0,0.296
18430,STORJUSDT,🌊🌊🌊,2 kline,0.3708,2023-10-18 07:59:00.048000,0.3679,8.0,0.0,32.0,0.108
18431,BELUSDT,🌊🌊🌊,2 kline,0.534,2023-10-18 07:59:00.278000,0.5291,4.0,0.0,6.0,0.337
18432,IOTXUSDT,🌊🌊🌊,2 kline,0.01859,2023-10-18 07:59:00.084000,0.01851,2.0,0.0,4.0,0.377
18433,DARUSDT,🌊🌊🌊,2 kline,0.0801,2023-10-18 07:59:00.041000,0.0795,1.0,0.0,1.0,0.25
18435,BICOUSDT,💥💥💥,1 kline,0.2047,2023-10-18 07:57:01.263000,0.2033,2.0,0.0,3.0,0.293
18436,OMGUSDT,💥💥💥,1 kline,0.4473,2023-10-18 07:57:00.277000,0.4455,2.0,0.0,2.0,0.671
18437,BATUSDT,💥💥💥,1 kline,0.1805,2023-10-18 07:57:00.343000,0.1794,1.0,0.0,1.0,0.554
18438,OXTUSDT,💥💥💥,1 kline,0.06081,2023-10-18 07:57:00.364000,0.06057,10.0,0.0,40.0,0.526
18439,RSRUSDT,💥💥💥,1 kline,0.001801,2023-10-18 07:57:00.388000,0.00179,2.0,0.0,4.0,0.611
18440,ADAUSDT,💥💥💥,1 kline,0.2473,2023-10-18 07:56:52.496000,0.2464,2.0,0.0,2.0,0.404
18441,DOTUSDT,💥💥💥,1 kline,3.692,2023-10-18 07:56:52.291000,3.673,2.0,0.0,2.0,0.406
18442,BTCUSDT_231229,💥💥💥,1 kline,29044.4,2023-10-18 07:56:51.268000,28871.1,3.0,0.0,4.0,0.865
18443,TRBUSDT,💥💥💥,1 kline,57.085,2023-10-18 07:56:50.824000,56.846,3.0,0.0,3.0,1.57
18444,BTCUSDT_240329,💥💥💥,1 kline,29300.0,2023-10-18 07:56:50.226000,29151.4,1.0,0.0,1.0,0.785
18445,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,28675.4,2023-10-18 07:56:49.465000,,,,,
18446,FRONTUSDT,🌊🌊🌊,2 kline,0.2802,2023-10-18 07:51:58.026000,0.2793,5.0,0.0,15.0,1.142
18447,AGLDUSDT,🌊🌊🌊,2 kline,0.5516,2023-10-18 07:12:28.823000,0.5473,4.0,0.0,11.0,1.668
18448,BLURUSDT,💥💥💥,1 kline,0.1794,2023-10-18 07:10:42.546000,0.1814,1.0,0.0,1.0,2.899
18449,KNCUSDT,💥💥💥,1 kline,0.6771,2023-10-18 07:05:34.331000,0.6763,2.0,0.0,1.0,1.654
18450,BNTUSDT,💥💥💥,1 kline,0.5864,2023-10-18 07:03:49.393000,0.5841,2.0,0.0,1.0,3.104
18451,EDUUSDT,💥💥💥,1 kline,0.4016,2023-10-18 07:02:48.203000,0.4006,6.0,2.0,120.0,2.44
18452,BIGTIMEUSDT,💥💥💥,1 kline,0.157,2023-10-18 07:02:40.371000,0.1547,4.0,1.0,52.0,7.516
18453,1000XECUSDT,🌊🌊🌊,2 kline,0.02498,2023-10-18 06:57:50.214000,0.02481,2.0,0.0,1.0,1.441
18454,BLZUSDT,💥💥💥,1 kline,0.13641,2023-10-18 06:45:51.793000,0.13599,4.0,0.0,21.0,2.06
18455,C98USDT,🌊🌊🌊,2 kline,0.1451,2023-10-18 06:45:46.323000,0.1445,8.0,0.0,31.0,1.999
18456,BONDUSDT,💥💥💥,1 kline,3.377,2023-10-18 06:40:48.180000,3.335,2.0,0.0,1.0,5.389
18457,LQTYUSDT,💥💥💥,1 kline,1.5102,2023-10-18 06:37:26.706000,1.5062,2.0,0.0,1.0,2.569
18458,ZRXUSDT,💥💥💥,1 kline,0.2411,2023-10-18 06:36:53.297000,0.239,2.0,0.0,1.0,5.226
18459,STXUSDT,💥💥💥,1 kline,0.5446,2023-10-18 06:36:21.230000,0.5432,4.0,0.0,2.0,2.314
18460,MANAUSDT,🌊🌊🌊,2 kline,0.2794,2023-10-18 06:35:31.970000,0.2788,22.0,1.0,90.0,1.754
18461,AMBUSDT,💥💥💥,1 kline,0.008676,2023-10-18 06:26:34.321000,0.008675,2.0,0.0,1.0,1.176
18462,CTKUSDT,🌊🌊🌊,2 kline,0.4119,2023-10-18 06:15:35.754000,0.4121,9.0,1.0,54.0,1.19
18463,SSVUSDT,🌊🌊🌊,2 kline,12.78,2023-10-18 06:03:42.714000,12.7,6.0,1.0,54.0,2.113
18464,BANDUSDT,💥💥💥,1 kline,1.3884,2023-10-18 06:00:39.325000,1.375,3.0,0.0,48.0,2.262
18465,XMRUSDT,🌊🌊🌊,2 kline,151.04,2023-10-18 05:57:18.802000,150.66,20.0,2.0,116.0,0.742
18466,CKBUSDT,💥💥💥,1 kline,0.002496,2023-10-18 05:55:38.850000,0.002488,8.0,0.0,41.0,1.082
18467,BNTUSDT,💥💥💥,1 kline,0.5765,2023-10-18 05:55:01.744000,0.5739,2.0,0.0,1.0,3.469
18468,TRBUSDT,💥💥💥,1 kline,57.519,2023-10-18 05:40:30.395000,57.088,2.0,0.0,1.0,0.28
18469,LQTYUSDT,💥💥💥,1 kline,1.507,2023-10-18 05:34:42.450000,1.5048,3.0,0.0,1.0,3.47
18470,IDUSDT,🌊🌊🌊,2 kline,0.1818,2023-10-18 05:30:17.654000,0.1802,2.0,0.0,8.0,1.265
18471,BELUSDT,💥💥💥,1 kline,0.5251,2023-10-18 05:28:38.421000,0.5221,11.0,0.0,45.0,1.086
18472,STXUSDT,💥💥💥,1 kline,0.543,2023-10-18 05:26:13.312000,0.5372,7.0,0.0,31.0,1.197
18473,TOMOUSDT,🌊🌊🌊,2 kline,1.509,2023-10-18 05:25:00.068000,1.5008,4.0,0.0,9.0,0.384
18474,BIGTIMEUSDT,💥💥💥,1 kline,0.155,2023-10-18 05:22:58.614000,0.153,2.0,0.0,1.0,3.226
18475,1000XECUSDT,🌊🌊🌊,2 kline,0.02459,2023-10-18 05:07:36.588000,0.02449,6.0,0.0,20.0,3.375
18476,ZRXUSDT,💥💥💥,1 kline,0.2402,2023-10-18 05:06:47.323000,0.2403,1.0,0.0,1.0,2.04
18477,XVGUSDT,🌊🌊🌊,2 kline,0.003199,2023-10-18 04:48:15.428000,0.003191,2.0,0.0,1.0,0.844
18478,CHZUSDT,🌊🌊🌊,2 kline,0.05553,2023-10-18 04:43:26.498000,0.05546,6.0,0.0,15.0,6.177
18479,BANDUSDT,💥💥💥,1 kline,1.3633,2023-10-18 04:42:33.462000,1.36,1.0,0.0,1.0,1.995
18480,BNTUSDT,🌊🌊🌊,2 kline,0.5763,2023-10-18 04:41:39.762000,0.5735,3.0,0.0,23.0,1.51
18481,BONDUSDT,🌊🌊🌊,2 kline,3.64,2023-10-18 04:34:35.137000,3.506,2.0,0.0,1.0,3.516
18482,ARKUSDT,🌊🌊🌊,2 kline,0.4779,2023-10-18 04:32:20.001000,0.4767,1.0,0.0,1.0,7.533
18483,SEIUSDT,🌊🌊🌊,2 kline,0.1009,2023-10-18 04:30:26.537000,0.0999,3.0,0.0,5.0,0.297
18484,HBARUSDT,💥💥💥,1 kline,0.04839,2023-10-18 04:29:28.031000,0.04836,1.0,0.0,1.0,1.281
18485,MAGICUSDT,💥💥💥,1 kline,0.4549,2023-10-18 04:11:54.620000,0.4498,7.0,0.0,9.0,0.11
18486,COMPUSDT,🌊🌊🌊,2 kline,40.21,2023-10-18 04:10:56.325000,40.0,8.0,0.0,35.0,0.224
18487,WOOUSDT,🌊🌊🌊,2 kline,0.17098,2023-10-18 04:10:53.038000,0.17065,3.0,0.0,5.0,0.965
18488,BCHUSDT,💥💥💥,1 kline,227.18,2023-10-18 04:09:08.255000,225.86,8.0,0.0,12.0,1.571
18489,UMAUSDT,🌊🌊🌊,2 kline,1.488,2023-10-18 04:01:59.842000,1.48,3.0,0.0,4.0,1.21
18490,HOTUSDT,💥💥💥,1 kline,0.001384,2023-10-18 04:00:35.370000,0.001374,1.0,0.0,1.0,0.072
18491,IOSTUSDT,💥💥💥,1 kline,0.007158,2023-10-18 03:47:46.116000,0.007135,8.0,1.0,50.0,1.215
18492,STRAXUSDT,💥💥💥,1 kline,1.0743,2023-10-18 03:47:24.506000,1.0669,2.0,0.0,4.0,14.465
18493,MTLUSDT,💥💥💥,1 kline,1.3342,2023-10-18 03:31:52.472000,1.3167,7.0,0.0,18.0,1.349
18494,TRBUSDT,💥💥💥,1 kline,57.184,2023-10-18 03:28:50.524000,56.996,7.0,0.0,49.0,0.184
18495,ORBSUSDT,💥💥💥,1 kline,0.06375,2023-10-18 03:23:54.067000,0.0634,1.0,0.0,1.0,9.333
18496,HBARUSDT,💥💥💥,1 kline,0.04681,2023-10-18 03:13:46.058000,0.04668,7.0,0.0,23.0,4.7
18497,BLZUSDT,💥💥💥,1 kline,0.13707,2023-10-18 03:08:52.349000,0.13615,3.0,0.0,20.0,0.678
18498,1000LUNCUSDT,🌊🌊🌊,2 kline,0.05607,2023-10-18 03:07:29.663000,0.05597,14.0,0.0,27.0,0.125
18499,MINAUSDT,🌊🌊🌊,2 kline,0.3751,2023-10-18 03:05:00.311000,0.3731,4.0,0.0,19.0,0.027
18500,MINAUSDT,🌊🌊🌊,2 kline,0.3751,2023-10-18 03:05:00.311000,0.3731,4.0,0.0,19.0,0.027
18501,SUIUSDT,🌊🌊🌊,2 kline,0.382,2023-10-18 03:04:48.464000,0.3807,7.0,0.0,11.0,0.105
18502,APTUSDT,🌊🌊🌊,2 kline,5.017,2023-10-18 03:02:22.816000,5.008,10.0,2.0,146.0,0.06
18503,IMXUSDT,🌊🌊🌊,2 kline,0.5339,2023-10-18 03:01:07.153000,0.5323,5.0,0.0,8.0,0.768
18504,1000XECUSDT,🌊🌊🌊,2 kline,0.02483,2023-10-18 03:01:06.325000,0.02478,5.0,0.0,8.0,0.081
18505,BLURUSDT,💥💥💥,1 kline,0.1642,2023-10-18 03:00:13.115000,0.163,8.0,0.0,25.0,16.443
18506,WAVESUSDT,💥💥💥,1 kline,1.4811,2023-10-18 02:58:04.388000,1.472,22.0,1.0,78.0,0.068
18507,ARKUSDT,💥💥💥,1 kline,0.4969,2023-10-18 02:55:31.970000,0.4946,14.0,0.0,34.0,0.161
18508,KEYUSDT,🌊🌊🌊,2 kline,0.005673,2023-10-18 02:54:42.224000,0.005654,5.0,0.0,4.0,0.071
18509,STRAXUSDT,🌊🌊🌊,2 kline,1.1065,2023-10-18 02:40:32.266000,1.0968,5.0,0.0,27.0,6.299
18510,AMBUSDT,🌊🌊🌊,2 kline,0.009129,2023-10-18 02:30:28.098000,0.009106,5.0,0.0,18.0,0.11
18511,ANKRUSDT,💥💥💥,1 kline,0.0202,2023-10-18 02:25:27.286000,0.02006,2.0,0.0,7.0,0.198
18512,RENUSDT,🌊🌊🌊,2 kline,0.04232,2023-10-18 02:14:21.407000,0.04218,4.0,0.0,13.0,0.851
18513,BIGTIMEUSDT,🌊🌊🌊,2 kline,0.1903,2023-10-18 02:12:35.012000,0.1893,2.0,0.0,4.0,0.105
18514,THETAUSDT,🌊🌊🌊,2 kline,0.596,2023-10-18 02:03:12.815000,0.5948,17.0,1.0,55.0,0.52
18515,ORBSUSDT,💥💥💥,1 kline,0.06015,2023-10-18 01:55:33.225000,0.0593,1.0,0.0,1.0,15.877
18516,STMXUSDT,🌊🌊🌊,2 kline,0.00732,2023-10-18 01:54:12.775000,0.00727,3.0,0.0,8.0,0.82
18517,STXUSDT,💥💥💥,1 kline,0.5483,2023-10-18 01:13:52.008000,0.5486,12.0,0.0,23.0,1.113
18518,C98USDT,🌊🌊🌊,2 kline,0.1451,2023-10-18 00:58:26.456000,0.1443,3.0,0.0,13.0,0.0
18519,UNFIUSDT,💥💥💥,1 kline,6.171,2023-10-18 00:52:24.723000,6.137,3.0,0.0,2.0,0.065
18520,INJUSDT,🌊🌊🌊,2 kline,7.819,2023-10-18 00:50:26.248000,7.798,5.0,0.0,19.0,1.113
18521,STRAXUSDT,💥💥💥,1 kline,1.0838,2023-10-18 00:47:37.424000,1.078,4.0,0.0,3.0,2.362
18522,ORBSUSDT,💥💥💥,1 kline,0.06074,2023-10-18 00:32:46.098000,0.06039,1.0,0.0,1.0,3.243
18523,STORJUSDT,💥💥💥,1 kline,0.3816,2023-10-18 00:27:44.278000,0.3787,9.0,2.0,104.0,0.55
18524,MDTUSDT,💥💥💥,1 kline,0.03951,2023-10-18 00:09:53.565000,0.03934,5.0,0.0,9.0,0.38
18525,TRBUSDT,💥💥💥,1 kline,57.697,2023-10-18 00:03:20.970000,57.206,5.0,2.0,109.0,0.66
18526,DODOXUSDT,🌊🌊🌊,2 kline,0.0969,2023-10-17 23:47:06.048000,0.09668,7.0,0.0,7.0,0.258
18527,MTLUSDT,💥💥💥,1 kline,1.2899,2023-10-17 23:45:58.449000,1.2835,2.0,0.0,5.0,2.659
18528,1000FLOKIUSDT,💥💥💥,1 kline,0.01786,2023-10-17 23:41:21.283000,0.01772,3.0,2.0,113.0,3.695
18529,LOOMUSDT,💥💥💥,1 kline,0.238,2023-10-17 23:35:59.028000,0.2348,1.0,0.0,1.0,4.16
18530,IOSTUSDT,🌊🌊🌊,2 kline,0.007082,2023-10-17 23:35:23.246000,0.007071,8.0,0.0,20.0,0.508
18531,SFPUSDT,💥💥💥,1 kline,0.6378,2023-10-17 23:16:19.067000,0.6377,10.0,0.0,24.0,0.329
18532,BONDUSDT,💥💥💥,1 kline,3.573,2023-10-17 23:00:49.285000,3.57,1.0,0.0,1.0,4.086
18533,NKNUSDT,🌊🌊🌊,2 kline,0.08025,2023-10-17 22:54:27.943000,0.08007,7.0,0.0,16.0,0.162
18534,PENDLEUSDT,💥💥💥,1 kline,0.6884,2023-10-17 22:51:59.027000,0.6853,4.0,0.0,4.0,0.857
18535,ORBSUSDT,💥💥💥,1 kline,0.05982,2023-10-17 22:49:59.855000,0.05958,1.0,0.0,1.0,3.494
18536,MTLUSDT,💥💥💥,1 kline,1.2627,2023-10-17 22:36:43.630000,1.2546,9.0,0.0,23.0,4.871
18537,TRBUSDT,💥💥💥,1 kline,57.285,2023-10-17 21:54:38.052000,57.27,5.0,1.0,65.0,0.04
18538,BTCDOMUSDT,💥💥💥,1 kline,2096.0,2023-10-17 21:53:55.673000,2086.9,33.0,2.0,111.0,0.005
18539,LQTYUSDT,💥💥💥,1 kline,1.6157,2023-10-17 21:43:38.344000,1.6076,1.0,0.0,1.0,0.062
18540,ENJUSDT,🌊🌊🌊,2 kline,0.2172,2023-10-17 21:40:34.419000,0.2163,4.0,0.0,15.0,0.506
18541,AMBUSDT,💥💥💥,1 kline,0.008856,2023-10-17 21:28:25.192000,0.008821,1.0,0.0,1.0,2.71
18542,GLMRUSDT,🌊🌊🌊,2 kline,0.1695,2023-10-17 21:24:32.745000,0.1686,4.0,0.0,40.0,0.059
18544,TUSDT,💥💥💥,1 kline,0.02319,2023-10-17 21:04:57.028000,0.02309,1.0,0.0,1.0,0.302
18545,LOOMUSDT,💥💥💥,1 kline,0.2344,2023-10-17 20:05:57.411000,0.2319,1.0,0.0,1.0,0.597
18546,STORJUSDT,💥💥💥,1 kline,0.3799,2023-10-17 20:01:28.964000,0.3784,9.0,1.0,84.0,2.659
18547,NKNUSDT,🌊🌊🌊,2 kline,0.08011,2023-10-17 19:59:19.091000,0.08003,4.0,0.0,28.0,0.637
18548,LQTYUSDT,💥💥💥,1 kline,1.6097,2023-10-17 19:42:53.079000,1.6076,5.0,0.0,11.0,0.429
18549,HOTUSDT,💥💥💥,1 kline,0.001409,2023-10-17 19:40:53.427000,0.001392,1.0,0.0,1.0,0.71
18550,LUNA2USDT,💥💥💥,1 kline,0.4106,2023-10-17 19:31:56.174000,0.408,7.0,0.0,29.0,1.827
18551,TLMUSDT,🌊🌊🌊,2 kline,0.01007,2023-10-17 19:21:31.044000,0.00998,4.0,0.0,16.0,0.596
18552,RNDRUSDT,💥💥💥,1 kline,1.8623,2023-10-17 19:17:48.034000,1.849,1.0,0.0,1.0,0.279
18553,ORBSUSDT,💥💥💥,1 kline,0.05884,2023-10-17 19:15:53.871000,0.05804,1.0,0.0,1.0,4.181
18554,SNXUSDT,💥💥💥,1 kline,1.939,2023-10-17 19:15:40.665000,1.929,2.0,0.0,29.0,0.052
18555,THETAUSDT,💥💥💥,1 kline,0.601,2023-10-17 19:04:53.635000,0.5982,7.0,0.0,11.0,0.466
18556,DASHUSDT,🌊🌊🌊,2 kline,25.11,2023-10-17 18:58:34.694000,25.08,3.0,0.0,1.0,0.199
18557,TRBUSDT,💥💥💥,1 kline,58.343,2023-10-17 18:45:50.239000,58.075,5.0,0.0,19.0,0.233
18558,AXSUSDT,💥💥💥,1 kline,4.269,2023-10-17 18:33:57.061000,4.25,17.0,2.0,128.0,0.796
18559,BONDUSDT,💥💥💥,1 kline,3.501,2023-10-17 18:24:14.163000,3.488,3.0,0.0,9.0,1.342
18560,UNIUSDT,🌊🌊🌊,2 kline,3.946,2023-10-17 18:23:46.075000,3.931,9.0,1.0,93.0,0.051
18561,COTIUSDT,🌊🌊🌊,2 kline,0.03781,2023-10-17 18:21:55.533000,0.03778,7.0,0.0,14.0,0.291
18562,ZRXUSDT,🌊🌊🌊,2 kline,0.2598,2023-10-17 18:21:36.826000,0.257,5.0,0.0,11.0,2.386
18563,LOOMUSDT,💥💥💥,1 kline,0.2342,2023-10-17 18:20:48.587000,0.2302,1.0,0.0,1.0,1.793
18564,KNCUSDT,💥💥💥,1 kline,0.6797,2023-10-17 18:20:18.637000,0.6746,5.0,0.0,18.0,0.824
18565,ORBSUSDT,💥💥💥,1 kline,0.05876,2023-10-17 18:08:43.451000,0.05779,1.0,0.0,1.0,4.323
18566,KEYUSDT,🌊🌊🌊,2 kline,0.005598,2023-10-17 18:06:24.284000,0.005499,3.0,0.0,7.0,1.108
18567,EDUUSDT,🌊🌊🌊,2 kline,0.4103,2023-10-17 18:02:33.351000,0.4096,2.0,0.0,1.0,0.999
18568,BLUEBIRDUSDT,🌊🌊🌊,2 kline,5.785,2023-10-17 18:02:31.858000,5.772,6.0,0.0,12.0,0.501
18569,BNBUSDT,💥💥💥,1 kline,212.0,2023-10-17 18:01:05.146000,211.59,10.0,1.0,72.0,1.009
18570,LQTYUSDT,💥💥💥,1 kline,1.5615,2023-10-17 17:55:39.667000,1.5554,2.0,0.0,49.0,3.529
18571,BNTUSDT,💥💥💥,1 kline,0.5757,2023-10-17 17:49:39.232000,0.5732,4.0,0.0,4.0,1.372
18572,ARKUSDT,💥💥💥,1 kline,0.4838,2023-10-17 17:48:47.820000,0.4815,9.0,0.0,42.0,3.08
18573,BLZUSDT,🌊🌊🌊,2 kline,0.13727,2023-10-17 17:41:26.103000,0.13564,3.0,0.0,4.0,1.26
18574,LUNA2USDT,💥💥💥,1 kline,0.409,2023-10-17 17:40:49.712000,0.4069,4.0,0.0,7.0,1.296
18575,ANTUSDT,🌊🌊🌊,2 kline,4.527,2023-10-17 17:35:25.287000,4.536,6.0,0.0,26.0,0.641
18576,1000FLOKIUSDT,💥💥💥,1 kline,0.01796,2023-10-17 17:32:40.461000,0.01786,5.0,1.0,66.0,0.78
18577,RLCUSDT,💥💥💥,1 kline,1.0239,2023-10-17 17:07:46.307000,1.0213,2.0,0.0,18.0,0.85
18578,ARKMUSDT,💥💥💥,1 kline,0.3165,2023-10-17 16:58:20.230000,0.3227,3.0,0.0,9.0,0.569
18579,EDUUSDT,💥💥💥,1 kline,0.4116,2023-10-17 16:55:47.568000,0.4105,2.0,0.0,7.0,0.68
18580,STRAXUSDT,💥💥💥,1 kline,1.0983,2023-10-17 16:25:38.011000,1.0911,1.0,0.0,1.0,1.748
18581,TUSDT,💥💥💥,1 kline,0.02304,2023-10-17 16:25:32.796000,0.02297,2.0,0.0,5.0,0.608
18582,STXUSDT,💥💥💥,1 kline,0.5404,2023-10-17 16:23:46.487000,0.5391,7.0,0.0,10.0,0.611
18583,IMXUSDT,💥💥💥,1 kline,0.5364,2023-10-17 16:23:27.944000,0.5347,12.0,0.0,39.0,3.02
18584,TRBUSDT,💥💥💥,1 kline,59.078,2023-10-17 16:03:42.773000,58.977,3.0,0.0,1.0,0.195
18585,ORBSUSDT,💥💥💥,1 kline,0.05898,2023-10-17 15:57:38.270000,0.05784,1.0,0.0,1.0,4.663
18586,BIGTIMEUSDT,🌊🌊🌊,2 kline,0.2061,2023-10-17 15:32:32.879000,0.2054,2.0,0.0,1.0,1.213
18587,STRAXUSDT,💥💥💥,1 kline,1.095,2023-10-17 15:23:22.969000,1.0753,4.0,0.0,2.0,2.055
18588,KEYUSDT,🌊🌊🌊,2 kline,0.005444,2023-10-17 15:17:42.025000,0.005408,15.0,1.0,75.0,0.478
18589,ZRXUSDT,💥💥💥,1 kline,0.2644,2023-10-17 15:13:51.414000,0.263,1.0,0.0,1.0,1.74
18590,AMBUSDT,💥💥💥,1 kline,0.009143,2023-10-17 14:47:49.146000,0.009092,7.0,0.0,18.0,0.109
18591,ORBSUSDT,🌊🌊🌊,2 kline,0.05384,2023-10-17 14:47:34.391000,0.053,2.0,0.0,6.0,14.655
18592,YGGUSDT,🌊🌊🌊,2 kline,0.2451,2023-10-17 14:43:17.466000,0.2445,1.0,0.0,1.0,0.408
18593,BNTUSDT,🌊🌊🌊,3 kline,0.5799,2023-10-17 14:27:45.304000,0.5751,7.0,0.0,21.0,0.845
18594,STRAXUSDT,💥💥💥,1 kline,1.0723,2023-10-17 14:18:46.811000,1.0651,2.0,0.0,1.0,4.085
18595,GLMRUSDT,🌊🌊🌊,2 kline,0.1753,2023-10-17 14:14:36.689000,0.1745,5.0,0.0,11.0,0.171
18596,XRPUSDT,💥💥💥,1 kline,0.4919,2023-10-17 14:05:50.154000,0.4898,9.0,0.0,31.0,0.102
18597,TRBUSDT,💥💥💥,1 kline,62.712,2023-10-17 13:48:33.894000,61.236,2.0,0.0,25.0,0.297
18598,KEYUSDT,💥💥💥,1 kline,0.005422,2023-10-17 13:41:45.760000,0.005399,3.0,0.0,11.0,0.535
18599,AMBUSDT,💥💥💥,1 kline,0.009141,2023-10-17 13:28:11.880000,0.009125,3.0,0.0,4.0,0.799
18600,AMBUSDT,💥💥💥,1 kline,0.009141,2023-10-17 13:28:11.880000,0.009125,3.0,0.0,4.0,0.799
18601,BANDUSDT,💥💥💥,1 kline,1.349,2023-10-17 13:27:59.163000,1.3427,4.0,0.0,16.0,0.178
18602,LQTYUSDT,💥💥💥,1 kline,1.5987,2023-10-17 13:27:25.178000,1.5935,1.0,0.0,1.0,0.081
18603,HOTUSDT,💥💥💥,1 kline,0.001381,2023-10-17 13:27:16.186000,0.001362,6.0,0.0,38.0,0.724
18604,LINKUSDT,🌊🌊🌊,2 kline,7.49,2023-10-17 13:20:24.052000,7.463,16.0,1.0,57.0,0.227
18605,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,28552.0,2023-10-17 13:19:23.095000,,,,,
18606,FXSUSDT,🌊🌊🌊,2 kline,5.637,2023-10-17 12:52:56.062000,5.616,4.0,2.0,146.0,0.39
18607,TRBUSDT,💥💥💥,1 kline,59.752,2023-10-17 12:46:17.410000,59.455,9.0,0.0,40.0,5.265
18608,APEUSDT,💥💥💥,1 kline,1.122,2023-10-17 12:42:29.292000,1.11,1.0,0.0,1.0,1.248
18609,STXUSDT,🌊🌊🌊,2 kline,0.543,2023-10-17 12:30:46.515000,0.5421,3.0,0.0,1.0,1.142
18610,LQTYUSDT,💥💥💥,1 kline,1.5988,2023-10-17 12:23:29.680000,1.572,4.0,0.0,8.0,0.701
18611,WLDUSDT,💥💥💥,1 kline,1.6369,2023-10-17 12:07:35.649000,1.6295,2.0,0.0,2.0,1.949
18612,STMXUSDT,🌊🌊🌊,2 kline,0.00673,2023-10-17 12:06:19.886000,0.00665,4.0,0.0,19.0,0.892
18613,C98USDT,🌊🌊🌊,2 kline,0.143,2023-10-17 12:02:39.032000,0.1427,12.0,0.0,31.0,5.175
18614,XVGUSDT,🌊🌊🌊,2 kline,0.003373,2023-10-17 12:01:55.280000,0.003358,6.0,0.0,32.0,0.445
18615,AVAXUSDT,💥💥💥,1 kline,9.384,2023-10-17 12:01:50.772000,9.354,7.0,1.0,52.0,0.096
18616,BICOUSDT,💥💥💥,1 kline,0.2102,2023-10-17 12:00:48.764000,0.2088,3.0,0.0,10.0,0.19
18617,BNXUSDT,💥💥💥,1 kline,0.313,2023-10-17 11:57:44.258000,0.3122,3.0,0.0,7.0,6.166
18619,BLZUSDT,💥💥💥,1 kline,0.13634,2023-10-17 11:45:52.394000,0.13581,4.0,0.0,10.0,2.596
18620,SOLUSDT,💥💥💥,1 kline,24.266,2023-10-17 11:36:34.452000,24.223,3.0,0.0,22.0,1.236
18621,ORBSUSDT,💥💥💥,1 kline,0.05008,2023-10-17 11:35:52.381000,0.05012,2.0,0.0,2.0,3.175
18622,AMBUSDT,💥💥💥,1 kline,0.009116,2023-10-17 11:19:30.977000,0.009092,3.0,0.0,7.0,0.285
18623,PENDLEUSDT,🌊🌊🌊,2 kline,0.7054,2023-10-17 11:06:59.808000,0.6999,14.0,1.0,59.0,0.652
18625,PENDLEUSDT,💥💥💥,1 kline,0.7042,2023-10-17 11:04:55.557000,0.6999,14.0,1.0,59.0,0.824
18626,HFTUSDT,💥💥💥,1 kline,0.2716,2023-10-17 11:01:55.326000,0.2702,10.0,2.0,117.0,0.184
18627,APTUSDT,💥💥💥,1 kline,5.063,2023-10-17 11:00:57.577000,5.042,15.0,2.0,107.0,0.158
